tournament,surface,level,federation
"Davis Cup, Group I, 2R, ISR-POR 3-2 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, NED-ROU 5-0 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, RSA-SLO 4-1 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, URU-CHI 1-3 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 2R, UZB-IND 3-2 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, PO, TPE-CHN 2-3 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, BLR-BIH 4-1 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, HUN-LAT 2-3 2012 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group II, 2R, INA-THA 3-2 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, MEX-BAR 5-0 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, PHI-PAK 5-0 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, POL-EST 4-1 2012 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group II, 2R, UKR-CYP 5-0 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, VEN-DOM 1-3 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, EGY-IRL 2-3 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, ESA-PAR 3-2 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, HKG-SRI 2-3 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, LIB-POC 4-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, MAD-LUX 1-4 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, MAR-MON 2-3 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, PUR-BOL 3-1 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, TUR-MDA 2-3 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, ARG-CRO 4-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, CZE-SRB 4-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, ESP-AUT 4-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, FRA-USA 2-3 2012 ",CLAY ,DAVIS ,ITF
Grand Prix Hassan II - Casablanca 2012 ,CLAY ,atp ,ATP
US Men's Clay Court Championship - Houston 2012 ,CLAY ,atp ,ATP
Blumenau Challenger 2012 ,CLAY ,challeger ,ATP
Leon Challenger 2012 ,HARD ,challeger ,ATP
Mersin Challenger 2012 ,CLAY ,challeger ,ATP
Pereira Challenger 2012 ,CLAY ,challeger ,ATP
Monte-Carlo Rolex Masters - Monte-Carlo 2012 ,CLAY ,atp ,ATP
Santos Challenger 2012 ,CLAY ,challeger ,ATP
Sarasota Challenger 2012 ,CLAY ,challeger ,ATP
Rome Challenger 2012 ,CLAY ,challeger ,ATP
BRD Nastase Tiriac Trophy - Bucharest 2012 ,CLAY ,atp ,ATP
Kaohsiung Challenger 2012 ,HARD ,challeger ,ATP
Open Sabadell Atlantico - Barcelona 2012 ,CLAY ,atp ,ATP
Savannah Challenger 2012 ,CLAY ,challeger ,ATP
Napoli Challenger 2012 ,CLAY ,challeger ,ATP
Sao Paulo Challenger 2012 ,CLAY ,challeger ,ATP
BMW Open - Munich 2012 ,CLAY ,atp ,ATP
Estoril Open - Estoril 2012 ,CLAY ,atp ,ATP
Ostrava Challenger 2012 ,CLAY ,challeger ,ATP
Serbia Open - Belgrade 2012 ,CLAY ,atp ,ATP
Tunis Challenger 2012 ,CLAY ,challeger ,ATP
Mutua Madrilena Madrid Open - Madrid 2012 ,CLAY ,atp ,ATP
Prague Challenger 2012 ,CLAY ,challeger ,ATP
Athens Challenger 2012 ,HARD ,challeger ,ATP
Busan Challenger 2012 ,HARD ,challeger ,ATP
Rio Quente Challenger 2012 ,HARD ,challeger ,ATP
Bordeaux Challenger 2012 ,CLAY ,challeger ,ATP
Internazionali BNL d'Italia - Rome 2012 ,CLAY ,atp ,ATP
Fergana Challenger 2012 ,HARD ,challeger ,ATP
Open de Nice Cote d'Azur - Nice 2012 ,CLAY ,atp ,ATP
Power Horse World Team Cup - Dusseldorf 2012 ,CLAY ,atp ,ATP
French Open - Paris 2012 ,CLAY ,grandSlam ,GS
Caltanissetta Challenger 2012 ,CLAY ,challeger ,ATP
French Open (juniors) 2012 ,CLAY ,grandSlam ,GS
Furth Challenger 2012 ,CLAY ,challeger ,ATP
Nottingham Challenger 2012 ,GRASS ,challeger ,ATP
Prostejov Challenger 2012 ,CLAY ,challeger ,ATP
AEGON Championships - London 2012 ,GRASS ,atp ,ATP
Gerry Weber Open - Halle 2012 ,GRASS ,atp ,ATP
Kosice Challenger 2012 ,CLAY ,challeger ,ATP
Monza Challenger 2012 ,CLAY ,challeger ,ATP
Nottingham-2 Challenger 2012 ,GRASS ,challeger ,ATP
AEGON International - Eastbourne 2012 ,GRASS ,atp ,ATP
UNICEF Open - 's Hertogenbosch 2012 ,GRASS ,atp ,ATP
Wimbledon - London 2012 ,GRASS ,grandSlam ,GS
Marburg Challenger 2012 ,CLAY ,challeger ,ATP
Milan Challenger 2012 ,CLAY ,challeger ,ATP
Braunschweig Challenger 2012 ,CLAY ,challeger ,ATP
Wimbledon (juniors) 2012 ,GRASS ,grandSlam ,GS
Arad Challenger 2012 ,CLAY ,challeger ,ATP
Winnetka Challenger 2012 ,HARD ,challeger ,ATP
Lima Challenger 2012 ,CLAY ,challeger ,ATP
Panama City Challenger 2012 ,CLAY ,challeger ,ATP
Bogota Challenger 2012 ,CLAY ,challeger ,ATP
Campbell's Hall of Fame Tennis Championships - Newport 2012 ,GRASS ,atp ,ATP
Mercedes Cup - Stuttgart 2012 ,CLAY ,atp ,ATP
Scheveningen Challenger 2012 ,CLAY ,challeger ,ATP
SkiStar Swedish Open - Bastad 2012 ,CLAY ,atp ,ATP
Studena Croatia Open - Umag 2012 ,CLAY ,atp ,ATP
San Benedetto Challenger 2012 ,CLAY ,challeger ,ATP
Timisoara Challenger 2012 ,CLAY ,challeger ,ATP
Atlanta Tennis Championships - Atlanta 2012 ,HARD ,atp ,ATP
Bet-at-home Open - Hamburg 2012 ,CLAY ,atp ,ATP
Binghamton Challenger 2012 ,HARD ,challeger ,ATP
Credit Agricole Suisse Open - Gstaad 2012 ,CLAY ,atp ,ATP
Penza Challenger 2012 ,HARD ,challeger ,ATP
Anning Challenger 2012 ,CLAY ,challeger ,ATP
Granby Challenger 2012 ,HARD ,challeger ,ATP
Poznan Challenger 2012 ,CLAY ,challeger ,ATP
Recanati Challenger 2012 ,HARD ,challeger ,ATP
Bercuit Challenger 2012 ,CLAY ,challeger ,ATP
Astana Challenger 2012 ,HARD ,challeger ,ATP
Bet-at-home Cup - Kitzbuhel 2012 ,CLAY ,atp ,ATP
Farmers Classic - Los Angeles 2012 ,HARD ,atp ,ATP
Lexington Challenger 2012 ,HARD ,challeger ,ATP
Oberstaufen Challenger 2012 ,CLAY ,challeger ,ATP
Orbetello Challenger 2012 ,CLAY ,challeger ,ATP
Tampere Challenger 2012 ,CLAY ,challeger ,ATP
Wuhan Challenger 2012 ,HARD ,challeger ,ATP
Citi Open - Washington 2012 ,HARD ,atp ,ATP
Olympics - London 2012 ,GRASS ,atp ,ATP
Vancouver Challenger 2012 ,HARD ,challeger ,ATP
Manta Challenger 2012 ,HARD ,challeger ,ATP
Beijing Challenger 2012 ,HARD ,challeger ,ATP
Aptos Challenger 2012 ,HARD ,challeger ,ATP
Rogers Cup - Toronto 2012 ,HARD ,atp ,ATP
San Marino Challenger 2012 ,CLAY ,challeger ,ATP
Pozoblanco Challenger 2012 ,HARD ,challeger ,ATP
Samarkand Challenger 2012 ,CLAY ,challeger ,ATP
Sibiu Challenger 2012 ,CLAY ,challeger ,ATP
Cordenons Challenger 2012 ,CLAY ,challeger ,ATP
Western & Southern Open - Cincinnati 2012 ,HARD ,atp ,ATP
Karshi Challenger 2012 ,HARD ,challeger ,ATP
Winston-Salem Open - Winston-Salem 2012 ,HARD ,atp ,ATP
Segovia Challenger 2012 ,HARD ,challeger ,ATP
U.S. Open - New York 2012 ,HARD ,grandSlam ,GS
Como Challenger 2012 ,CLAY ,challeger ,ATP
Bangkok Challenger 2012 ,HARD ,challeger ,ATP
Shanghai Challenger 2012 ,HARD ,challeger ,ATP
Alphen Challenger 2012 ,CLAY ,challeger ,ATP
Brasov Challenger 2012 ,CLAY ,challeger ,ATP
Genova Challenger 2012 ,CLAY ,challeger ,ATP
U.S. Open (juniors) 2012 ,HARD ,grandSlam ,GS
St. Remy Challenger 2012 ,HARD ,challeger ,ATP
Banja Luka Challenger 2012 ,CLAY ,challeger ,ATP
Istanbul Challenger 2012 ,HARD ,challeger ,ATP
Cali Challenger 2012 ,CLAY ,challeger ,ATP
Ningboo Challenger 2012 ,HARD ,challeger ,ATP
Petange Challenger 2012 ,I. HARD ,challeger ,ATP
Seville Challenger 2012 ,CLAY ,challeger ,ATP
Todi Challenger 2012 ,CLAY ,challeger ,ATP
"Davis Cup, Group I, PO, PER-ECU 1-4 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, PO, SVK-POR 3-1 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 3R, DOM-MEX 3-2 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 3R, INA-PHI 3-2 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 3R, LAT-UKR 2-3 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 3R, POL-BLR 3-2 2012 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, BEL-SWE 5-0 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, BRA-RUS 5-0 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, CAN-RSA 4-1 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, GER-AUS 3-2 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, ITA-CHI 4-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, JPN-ISR 2-3 2012 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, KAZ-UZB 3-1 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, NED-SUI 2-3 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, ARG-CZE 2-3 2012 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, ESP-USA 3-1 2012 ",CLAY ,DAVIS ,ITF
Izmir Challenger 2012 ,HARD ,challeger ,ATP
Moselle Open - Metz 2012 ,I. HARD ,atp ,ATP
St. Petersburg Open - St. Petersburg 2012 ,I. HARD ,atp ,ATP
Szczecin Challenger 2012 ,CLAY ,challeger ,ATP
Campinas Challenger 2012 ,CLAY ,challeger ,ATP
Trnava Challenger 2012 ,CLAY ,challeger ,ATP
Malaysian Open - Kuala Lumpur 2012 ,I. HARD ,atp ,ATP
Orleans Challenger 2012 ,I. HARD ,challeger ,ATP
PTT Thailand Open - Bangkok 2012 ,I. HARD ,atp ,ATP
Lermontov Challenger 2012 ,CLAY ,challeger ,ATP
Madrid Challenger 2012 ,CLAY ,challeger ,ATP
China Open - Beijing 2012 ,HARD ,atp ,ATP
Mons Challenger 2012 ,I. HARD ,challeger ,ATP
Rakuten Japan Open - Tokyo 2012 ,HARD ,atp ,ATP
Sacramento Challenger 2012 ,HARD ,challeger ,ATP
Belem Challenger 2012 ,HARD ,challeger ,ATP
Quito Challenger 2012 ,CLAY ,challeger ,ATP
Rennes Challenger 2012 ,I. HARD ,challeger ,ATP
Shanghai Rolex Masters - Shanghai 2012 ,HARD ,atp ,ATP
Tashkent Challenger 2012 ,HARD ,challeger ,ATP
Tiburon Challenger 2012 ,HARD ,challeger ,ATP
San Juan Challenger 2012 ,CLAY ,challeger ,ATP
Erste Bank Open - Vienna 2012 ,I. HARD ,atp ,ATP
If Stockholm Open - Stockholm 2012 ,I. HARD ,atp ,ATP
Kremlin Cup - Moscow 2012 ,I. HARD ,atp ,ATP
Rio De Janeiro Challenger 2012 ,CLAY ,challeger ,ATP
Villa Allende Challenger 2012 ,CLAY ,challeger ,ATP
Buenos Aires Challenger 2012 ,CLAY ,challeger ,ATP
Swiss Indoors Basel - Basel 2012 ,I. HARD ,atp ,ATP
Valencia Open - Valencia 2012 ,I. HARD ,atp ,ATP
Porto Alegre Challenger 2012 ,CLAY ,challeger ,ATP
Seoul Challenger 2012 ,HARD ,challeger ,ATP
BNP Paribas Masters - Paris 2012 ,I. HARD ,atp ,ATP
Charlottesville Challenger 2012 ,I. HARD ,challeger ,ATP
Eckental Challenger 2012 ,CARPET ,challeger ,ATP
Geneva Challenger 2012 ,I. HARD ,challeger ,ATP
Medellin Challenger 2012 ,CLAY ,challeger ,ATP
Montevideo Challenger 2012 ,CLAY ,challeger ,ATP
Bratislava Challenger 2012 ,I. HARD ,challeger ,ATP
Ortisei Challenger 2012 ,CARPET ,challeger ,ATP
Barclays ATP World Tour Finals - London 2012 ,I. HARD ,atp ,ATP
Guayaquil Challenger 2012 ,CLAY ,challeger ,ATP
Loughborough Challenger 2012 ,I. HARD ,challeger ,ATP
Sao Leopoldo Challenger 2012 ,CLAY ,challeger ,ATP
Knoxville Challenger 2012 ,I. HARD ,challeger ,ATP
Helsinki Challenger 2012 ,I. HARD ,challeger ,ATP
Yokohama Challenger 2012 ,HARD ,challeger ,ATP
Champaign Challenger 2012 ,I. HARD ,challeger ,ATP
Marbella Challenger 2012 ,CLAY ,challeger ,ATP
"Davis Cup, World Group, F, CZE-ESP 3-2 2012 ",I. HARD ,DAVIS ,ITF
Toyota Challenger 2012 ,CARPET ,challeger ,ATP
Tyumen Challenger 2012 ,I. HARD ,challeger ,ATP
ATP Challenger Tour Finals 2012 ,I. HARD ,challeger ,ATP
Mubadala World Tennis Championship 2012 ,HARD ,atp ,ATP
Hopman Cup - Perth 2012 ,HARD ,atp ,ATP
Aircel Chennai Open - Chennai 2013 ,HARD ,atp ,ATP
Brisbane International - Brisbane 2013 ,HARD ,atp ,ATP
Hopman Cup - Perth 2013 ,HARD ,atp ,ATP
Qatar ExxonMobil Open - Doha 2013 ,HARD ,atp ,ATP
Sao Paulo Challenger 2013 ,HARD ,challeger ,ATP
Noumea Challenger 2013 ,HARD ,challeger ,ATP
Apia International - Sydney 2013 ,HARD ,atp ,ATP
Heineken Open - Auckland 2013 ,HARD ,atp ,ATP
AAMI Classic - Kooyong 2013 ,HARD ,atp ,ATP
Australian Open - Melbourne 2013 ,HARD ,grandSlam ,GS
Australian Open (juniors) 2013 ,HARD ,grandSlam ,GS
Heilbronn Challenger 2013 ,I. HARD ,challeger ,ATP
Bucaramanga Challenger 2013 ,CLAY ,challeger ,ATP
Maui Challenger 2013 ,HARD ,challeger ,ATP
Burnie Challenger 2013 ,HARD ,challeger ,ATP
"Davis Cup, Group I, 1R, IND-KOR 1-4 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, JPN-INA 5-0 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, POL-SLO 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, ROU-DEN 5-0 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, TPE-AUS 0-5 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, UKR-SVK 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, URU-DOM 3-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 1R, UZB-CHN 4-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, BIH-LUX 4-1 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, BUL-FIN 2-3 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, ESA-BAR 4-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, IRL-EST 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, KUW-THA 1-4 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, LTU-CYP 4-1 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, MDA-HUN 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, MON-BLR 3-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, NZL-LIB 5-0 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, PER-HAI 5-0 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, PHI-SYR 3-2 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, POR-BEN 5-0 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, PUR-MEX 1-4 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, SRI-PAK 2-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, TUN-LAT 0-3 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, VEN-GUA 4-1 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ARG-GER 5-0 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, BEL-SRB 2-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CAN-ESP 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, FRA-ISR 5-0 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ITA-CRO 3-2 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, KAZ-AUT 3-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SUI-CZE 2-3 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, USA-BRA 3-2 2013 ",I. HARD ,DAVIS ,ITF
Bergamo Challenger 2013 ,I. HARD ,challeger ,ATP
Dallas Challenger 2013 ,I. HARD ,challeger ,ATP
Open Sud de France - Montpellier 2013 ,I. HARD ,atp ,ATP
PBZ Zagreb Indoors - Zagreb 2013 ,I. HARD ,atp ,ATP
VTR Open - Vina del Mar 2013 ,CLAY ,atp ,ATP
West Lakes Challenger 2013 ,HARD ,challeger ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2013 ,I. HARD ,atp ,ATP
Brasil Open - Sao Paulo 2013 ,CLAY ,atp ,ATP
Quimper Challenger 2013 ,I. HARD ,challeger ,ATP
SAP Open - San Jose 2013 ,I. HARD ,atp ,ATP
Copa Claro - Buenos Aires 2013 ,CLAY ,atp ,ATP
Open 13 - Marseille 2013 ,I. HARD ,atp ,ATP
U.S. National Indoor Tennis Championships - Memphis 2013 ,I. HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2013 ,CLAY ,atp ,ATP
Cherbourg Challenger 2013 ,I. HARD ,challeger ,ATP
Delray Beach International Tennis Championships - Delray Beach 2013 ,HARD ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2013 ,HARD ,atp ,ATP
Salinas Challenger 2013 ,CLAY ,challeger ,ATP
Sydney Challenger 2013 ,HARD ,challeger ,ATP
Kyoto Challenger 2013 ,CARPET ,challeger ,ATP
Santiago Challenger 2013 ,CLAY ,challeger ,ATP
BNP Paribas Open - Indian Wells 2013 ,HARD ,atp ,ATP
Sarajevo Challenger 2013 ,I. HARD ,challeger ,ATP
Dallas Challenger 2013 ,HARD ,challeger ,ATP
Rimouski Challenger 2013 ,I. HARD ,challeger ,ATP
Sony Open Tennis - Miami 2013 ,HARD ,atp ,ATP
Le Gosier Challenger 2013 ,HARD ,challeger ,ATP
Pereira Challenger 2013 ,CLAY ,challeger ,ATP
San Luis Potosi Challenger 2013 ,CLAY ,challeger ,ATP
Leon Challenger 2013 ,HARD ,challeger ,ATP
St. Brieuc Challenger 2013 ,I. HARD ,challeger ,ATP
"Davis Cup, Group I, 2R, COL-URU 5-0 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, ECU-CHI 3-2 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, GBR-RUS 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, JPN-KOR 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, POL-RSA 3-1 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, ROU-NED 0-5 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, UKR-SWE 3-2 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 2R, UZB-AUS 1-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, BIH-MDA 1-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, ESA-MEX 3-2 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, IRL-FIN 2-3 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 2R, MON-LAT 2-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, PAK-NZL 1-4 2013 ",GRASS ,DAVIS ,ITF
"Davis Cup, Group II, 2R, PER-VEN 1-4 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, PHI-THA 4-1 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 2R, POR-LTU 5-0 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, BAR-PUR 3-1 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, BUL-EST 3-0 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, CYP-BEN 3-2 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, GUA-HAI 4-1 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, HUN-LUX 1-4 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, KUW-SYR 3-2 2013 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, PO, LIB-SRI 2-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, PO, TUN-BLR 2-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, ARG-FRA 3-2 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, CAN-ITA 3-1 2013 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, KAZ-CZE 1-3 2013 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, USA-SRB 1-3 2013 ",I. HARD ,DAVIS ,ITF
Barranquilla Challenger 2013 ,CLAY ,challeger ,ATP
Grand Prix Hassan II - Casablanca 2013 ,CLAY ,atp ,ATP
Guadalajara Challenger 2013 ,HARD ,challeger ,ATP
Itajai Challenger 2013 ,CLAY ,challeger ,ATP
Mersin Challenger 2013 ,CLAY ,challeger ,ATP
US Men's Clay Court Championship - Houston 2013 ,CLAY ,atp ,ATP
Mexico City Challenger 2013 ,HARD ,challeger ,ATP
Monte-Carlo Rolex Masters - Monte-Carlo 2013 ,CLAY ,atp ,ATP
Panama City Challenger 2013 ,CLAY ,challeger ,ATP
Rome Challenger 2013 ,CLAY ,challeger ,ATP
Santos Challenger 2013 ,CLAY ,challeger ,ATP
Sarasota Challenger 2013 ,CLAY ,challeger ,ATP
Barcelona Open BancSabadell - Barcelona 2013 ,CLAY ,atp ,ATP
BRD Nastase Tiriac Trophy - Bucharest 2013 ,CLAY ,atp ,ATP
Sao Paulo Challenger 2013 ,CLAY ,challeger ,ATP
Savannah Challenger 2013 ,CLAY ,challeger ,ATP
Anning Challenger 2013 ,CLAY ,challeger ,ATP
BMW Open - Munich 2013 ,CLAY ,atp ,ATP
Johannesburg Challenger 2013 ,HARD ,challeger ,ATP
Napoli Challenger 2013 ,CLAY ,challeger ,ATP
Ostrava Challenger 2013 ,CLAY ,challeger ,ATP
Portugal Open - Oeiras 2013 ,CLAY ,atp ,ATP
Tallahassee Challenger 2013 ,CLAY ,challeger ,ATP
Tunis Challenger 2013 ,CLAY ,challeger ,ATP
Karshi Challenger 2013 ,HARD ,challeger ,ATP
Kun-Ming Challenger 2013 ,HARD ,challeger ,ATP
Mutua Madrid Open - Madrid 2013 ,CLAY ,atp ,ATP
Rio Quente Challenger 2013 ,HARD ,challeger ,ATP
Bordeaux Challenger 2013 ,CLAY ,challeger ,ATP
Busan Challenger 2013 ,HARD ,challeger ,ATP
Internazionali BNL d'Italia - Rome 2013 ,CLAY ,atp ,ATP
Samarkand Challenger 2013 ,CLAY ,challeger ,ATP
Power Horse Cup - Dusseldorf 2013 ,CLAY ,atp ,ATP
Open de Nice Cote d'Azur - Nice 2013 ,CLAY ,atp ,ATP
French Open - Paris 2013 ,CLAY ,grandSlam ,GS
Arad Challenger 2013 ,CLAY ,challeger ,ATP
Caltanissetta Challenger 2013 ,CLAY ,challeger ,ATP
French Open (juniors) 2013 ,CLAY ,grandSlam ,GS
Furth Challenger 2013 ,CLAY ,challeger ,ATP
Nottingham Challenger 2013 ,GRASS ,challeger ,ATP
Prostejov Challenger 2013 ,CLAY ,challeger ,ATP
AEGON Championships - London 2013 ,GRASS ,atp ,ATP
Blois Challenger 2013 ,CLAY ,challeger ,ATP
Gerry Weber Open - Halle 2013 ,GRASS ,atp ,ATP
Kosice Challenger 2013 ,CLAY ,challeger ,ATP
Nottingham-2 Challenger 2013 ,GRASS ,challeger ,ATP
Prague Challenger 2013 ,CLAY ,challeger ,ATP
AEGON International - Eastbourne 2013 ,GRASS ,atp ,ATP
Milan Challenger 2013 ,CLAY ,challeger ,ATP
Tanger Challenger 2013 ,CLAY ,challeger ,ATP
Topshelf Open - 's-Hertogenbosch 2013 ,GRASS ,atp ,ATP
Wimbledon - London 2013 ,GRASS ,grandSlam ,GS
Marburg Challenger 2013 ,CLAY ,challeger ,ATP
Braunschweig Challenger 2013 ,CLAY ,challeger ,ATP
Manta Challenger 2013 ,HARD ,challeger ,ATP
Wimbledon (juniors) 2013 ,GRASS ,grandSlam ,GS
Winnetka Challenger 2013 ,HARD ,challeger ,ATP
Portoroz Challenger 2013 ,HARD ,challeger ,ATP
Timisoara Challenger 2013 ,CLAY ,challeger ,ATP
Todi Challenger 2013 ,CLAY ,challeger ,ATP
Beijing Challenger 2013 ,HARD ,challeger ,ATP
Hall of Fame Tennis Championships - Newport 2013 ,GRASS ,atp ,ATP
Istanbul Challenger 2013 ,HARD ,challeger ,ATP
Mercedes Cup - Stuttgart 2013 ,CLAY ,atp ,ATP
San Benedetto Challenger 2013 ,CLAY ,challeger ,ATP
Scheveningen Challenger 2013 ,CLAY ,challeger ,ATP
SkiStar Swedish Open - Bastad 2013 ,CLAY ,atp ,ATP
Bet-at-home Open - Hamburg 2013 ,CLAY ,atp ,ATP
Binghamton Challenger 2013 ,HARD ,challeger ,ATP
Claro Open Colombia - Bogota 2013 ,HARD ,atp ,ATP
Eskisehir Challenger 2013 ,HARD ,challeger ,ATP
Granby Challenger 2013 ,HARD ,challeger ,ATP
Poznan Challenger 2013 ,CLAY ,challeger ,ATP
Recanati Challenger 2013 ,HARD ,challeger ,ATP
